color,team name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,total distance,time slow speed,time boost speed,time supersonic speed,time on ground,time low in air,time high in air,time powerslide,count powerslide,time behind ball,time in front of ball,time defensive half,time offensive half,time defensive third,time neutral third,time offensive third,time ball possession,time ball in own side,demos inflicted,demos taken
blue,KEYANO,490,1233,1,1,7,10,11,2,10,1115,155.34,9122,6224,2898,78,249,1433,677,756,8,65,139.33,148.26,1067,1656,124,2099291,663.74,581.31,204.01,799.45,560.31,89.31,27.79,241,1018.12,430.95,1048.88,400.19,816.18,395.41,237.48,199.23,292.73,1,7
orange,UNLV,490,1439,2,2,7,11,10,1,18.18,1330,150.86,10836,7466,3370,93,296,2895,1491,1404,17,117,222.52,117.04,1962,1470,136,2228098,618.07,588.05,261.45,803.33,566.36,97.89,21.8,183,1068.53,399.05,819.49,648.08,566.4,475.18,425.98,250.27,182.28,7,1
blue,KEYANO,359,1629,4,4,7,11,11,2,36.36,1177,151.35,6865,4687,2178,58,189,1333,698,635,7,55,116.85,104.59,770,1103,19,1518888,487.71,436.88,144.25,605.58,412.52,50.76,19.48,168,815.2,253.64,734.62,334.23,578.01,317.94,172.89,139.22,193.68,3,3
orange,UNLV,359,1155,2,2,7,11,11,4,18.18,1288,157.01,7711,5492,2219,66,197,1555,859,696,9,63,121.81,97.54,962,731,10,1560236,468,415.74,184.09,579.09,420.08,68.64,16.8,146,756.91,310.9,651.54,416.26,481.64,312.18,273.98,136.6,135.08,3,3
blue,KEYANO,337,1069,2,1,4,6,8,1,33.33,1117,152.67,6173,3955,2218,53,173,856,526,330,7,28,114.45,79.41,671,1216,177,1420859,461.63,395.38,137.3,556.47,391.32,46.52,19.53,175,718.77,275.53,771.19,223.11,636.77,236.32,121.21,125.89,221.46,3,6
orange,UNLV,337,798,1,1,2,8,6,2,12.5,1331,147.21,7437,5351,2086,60,184,1852,888,964,10,78,136.58,96.56,1532,535,35,1524804,421.78,390.55,190.98,571.09,389.85,42.37,13.6,126,700.47,302.84,509.25,494.06,321.46,368.67,313.18,177.2,100.88,6,3
blue,KEYANO,380,920,2,0,5,7,10,6,28.57,1135,130.7,6909,4765,2144,56,185,1207,582,625,6,54,178.83,82.04,943,856,21,1619727,477.84,450.25,187.58,588.96,456.84,69.89,19.81,181,780.63,335.07,787.67,328.02,593.88,331.55,190.24,140.2,194.41,5,8
orange,UNLV,380,1663,6,5,4,10,7,2,60,1311,144.58,8339,5969,2370,69,193,1806,1018,788,12,59,131.9,81.03,1419,544,105,1642193,478.85,437.38,206.08,598.53,441.53,82.24,13.98,129,839.69,282.61,703.21,419.09,512.28,351.74,258.29,131.27,144.86,8,5
blue,KEYANO,403,1025,2,1,6,5,10,3,40,1149,151.87,7457,4941,2516,61,206,1284,750,534,9,49,136.27,123.68,1099,1260,179,1778653,529.81,463.85,202.48,684.93,455.01,56.2,21.01,194,897.68,298.47,789.13,407.01,576.98,399.83,219.34,145.3,183.45,1,4
orange,UNLV,403,1129,3,2,2,10,5,2,30,1314,158.45,8917,6380,2537,74,222,2201,1373,828,15,70,143.35,116.24,1498,792,112,1817461,494.28,479.05,231.98,683.74,450.27,71.3,16.73,146,838.58,366.73,749.11,456.2,529.3,410.94,265.09,184.08,194.08,4,1
blue,CSUF,360,965,2,1,3,9,6,3,22.22,1357,152.19,7953,5735,2218,69,197,2328,1460,868,19,72,147.99,95.08,1456,1160,481,1640133,432.04,393.55,246.32,603.71,414.88,53.34,22.14,251,737.71,334.2,605.51,466.33,432.89,333.87,305.15,160.03,148.2,6,3
orange,UTD,360,1247,3,2,4,6,9,2,50,1030,137.67,6058,3879,2179,47,196,1345,879,466,10,41,117.27,79.21,557,683,128,1490958,497.49,423.61,140.95,601.18,411.21,49.67,22.42,233,777.24,284.82,769.47,292.59,592.81,300.68,168.56,132.3,186.98,3,6
blue,CSUF,334,753,1,1,2,6,5,2,16.67,1341,148.04,7152,5067,2085,61,184,2131,1403,728,17,65,110.9,95.19,1226,1081,301,1513041,412.78,402.58,183.06,567.6,360.33,70.49,23.46,234,691.69,306.73,575.98,422.44,399.43,341.4,257.59,151.3,145.86,0,1
orange,UTD,334,1014,2,2,5,5,6,1,40,1102,143.32,6227,4237,1990,53,171,1593,1161,432,14,40,125.43,110.99,691,612,69,1438644,478.96,403.29,119.32,545.19,382.02,74.35,25.69,243,712.06,289.5,697.9,303.66,514.85,326.55,160.18,133.54,172.8,1,0
blue,CSUF,379,1005,3,2,2,12,9,4,25,1227,134.5,7705,5726,1979,63,163,1457,984,473,11,41,166.2,95.31,816,604,114,1594937,516.06,417.45,187.56,595.42,459.43,66.24,25.66,300,788.61,332.49,768.31,352.74,579.38,335.99,205.72,152.86,204.45,5,5
orange,UTD,379,1450,4,4,7,9,12,3,44.44,1129,134.5,6729,4491,2238,53,209,1948,1243,705,15,66,141.04,87.21,634,605,194,1585009,502.7,482.63,133.35,629.23,430.85,58.6,27,281,824.99,293.69,694.09,424.58,495.42,380.48,242.78,132.42,139.08,5,5
blue,IRSC,391,1206,4,4,1,13,6,5,30.77,1264,135.89,7758,5294,2464,63,209,1936,1163,773,13,68,149.62,129.42,1112,1059,151,1672215,524.48,447.53,197.8,652.09,421.67,96.05,18.67,163,851.71,318.1,681.77,488.05,482.08,404.41,283.32,149.6,149.78,3,1
orange,SHSU,391,1788,5,3,9,6,13,4,83.33,1283,140.44,8156,5802,2354,66,186,1591,952,639,12,42,160.99,97.49,1216,818,247,1680341,493.55,464.94,203.93,644.83,435.37,82.2,28.25,272,818.5,343.91,828.83,333.58,646.83,334.74,180.85,126.66,195.56,1,3
blue,IRSC,372,1170,3,2,3,9,7,4,33.33,1220,135.34,6977,4750,2227,55,201,1230,624,606,7,55,116,96.97,927,701,108,1594033,479.01,440.69,185.54,602.19,440.8,62.25,21.06,195,813.78,291.47,713.53,391.72,519.73,348.77,236.75,150.02,170.11,3,3
orange,SHSU,372,1466,4,4,5,7,9,3,57.14,1233,145.17,7755,5725,2030,66,181,1599,1082,517,12,47,147.32,102.63,1003,902,133,1581719,508.33,439.09,158.27,644.86,389.78,71.08,24.98,253,805.78,299.91,748.21,357.5,576.22,335.86,193.62,130.32,166.26,3,3
blue,IRSC,338,819,1,0,4,7,6,2,14.29,1158,129.52,6020,3529,2491,45,215,1164,466,698,7,60,107.8,83.64,998,946,149,1500805,426.3,383.65,185.39,549.64,392.75,52.95,20.84,172,702.67,292.68,649.27,346.07,474.41,329.13,191.82,150.77,175.47,0,6
orange,SHSU,338,1199,2,2,6,6,7,1,33.33,1374,151.83,7676,5749,1927,68,161,1996,1364,632,15,57,109.63,107.54,1181,1033,157,1595199,366.03,446.24,201.21,550.74,406.29,56.45,26.34,267,745.14,268.31,613.45,400.02,459.66,320.25,233.54,143.14,147.35,6,0
blue,IRSC,355,892,3,3,0,12,4,2,25,1294,139.97,7410,4885,2525,60,199,1966,996,970,11,72,116.93,115.96,842,992,98,1608757,430.77,443.25,189.24,604.53,401.44,57.29,23.47,218,782.76,280.48,613.34,449.92,427.83,384.61,250.81,127.21,125.46,1,1
orange,SHSU,355,1224,2,2,8,4,12,3,50,1241,137.13,7303,5420,1883,59,172,1865,1298,567,14,51,159.13,91.69,1011,538,107,1584783,432.73,447.01,182.91,563.01,436.58,63.05,23.87,248,707.55,355.09,737.38,325.26,559.99,305.1,197.55,154.38,204.55,1,1
blue,COLUMBIA,334,977,2,1,5,12,7,1,16.67,1319,159.54,7533,5182,2351,62,190,1793,968,825,12,68,101.49,108.2,1276,1043,249,1502531,427.01,368.75,199.06,597.06,357.64,40.12,25.38,237,699.61,295.21,640.77,354.06,487.87,288.88,218.07,135.74,150.75,2,3
orange,BOISE ST,334,1050,1,1,7,7,12,2,14.29,1344,141.69,7194,5118,2076,58,181,1484,820,664,9,58,163.2,89.74,1243,713,86,1545259,376.89,421.51,199.62,508.2,423.05,66.77,19.29,233,668.3,329.7,615.99,382.02,456.55,292.91,248.55,146.99,168.73,3,2
blue,COLUMBIA,377,1211,4,3,4,9,7,3,44.44,1331,158.24,8453,5969,2484,68,200,1998,1174,824,12,69,120.62,131.27,1199,902,66,1647665,494.16,416.57,216.54,636.66,406.8,83.84,29.32,258,848.26,279.03,635.17,492,452.38,390.91,284.01,126.42,134.66,2,1
orange,BOISE ST,377,1024,3,3,2,7,9,4,42.86,1256,136.24,7561,5252,2309,59,203,1363,856,507,9,45,145.86,67.58,1397,677,42,1656403,480.47,423.27,219.88,605.16,445.2,73.26,24.24,270,800.33,323.29,828.89,294.74,653.1,307.4,163.12,138.18,206.65,1,2
blue,COLUMBIA,356,1138,3,3,3,12,8,2,25,1299,148.96,7543,5167,2376,62,199,1619,857,762,10,60,121.99,103.49,1165,1104,147,1551705,461.74,399.04,193.24,623.23,353.32,77.46,26.94,242,761.95,292.06,655.18,398.83,442.75,384.95,226.33,125.06,130.78,5,5
orange,BOISE ST,356,1166,2,2,8,8,12,3,25,1318,147,7684,4952,2732,62,225,1643,914,729,11,65,129.08,79.09,1286,1303,206,1634353,401.93,418.82,231.52,566.47,410.81,74.98,19.25,216,713.01,339.27,719.34,332.93,530.3,335.85,186.11,158.07,200.5,5,5
blue,WVU,450,1183,2,1,5,9,6,1,22.22,1336,154.26,9813,7599,2214,93,203,2383,1634,749,21,68,192.28,203.51,1319,1598,392,2053901,545.16,572.82,222.74,752.04,490.01,98.65,31.01,294,957.43,383.28,770.96,569.74,513.56,485.81,341.34,215.18,177.6,5,3
orange,BALL,450,1035,1,1,6,6,9,2,16.67,1091,132.64,8178,5128,3050,60,260,1542,780,762,9,68,202.39,87.02,978,928,130,1941442,653.24,490.86,190.84,712,537.25,85.7,29.72,309,926.06,408.88,920.09,414.86,699.02,416.72,219.21,179.21,257.24,3,5
blue,WVU,337,1188,2,2,7,3,9,1,66.67,1184,145.01,6576,4889,1687,60,143,1387,799,588,11,43,141.38,93.12,651,1161,306,1479768,430.78,420.92,152.22,525.44,424.18,54.31,24.77,223,699.52,304.43,683.79,320.15,508,319.21,176.73,154.53,175.36,3,2
orange,BALL,337,630,1,1,1,9,3,2,11.11,1171,147.17,6466,4356,2110,52,174,1570,962,608,12,59,136.73,68.68,693,703,241,1452277,467.98,385.72,147.04,532.49,398.21,70.03,24.32,248,724.67,276.07,608.69,392.05,416.95,342.36,241.44,141.38,146.2,2,3
blue,WVU,352,1002,2,2,3,8,8,3,25,1248,137.79,7170,5367,1803,63,155,1116,646,470,8,43,188.44,109.66,845,853,70,1553919,436.68,434.94,176.51,566.67,412.69,68.75,23.77,233,714.67,333.47,649.35,398.78,444.28,367.93,235.92,139.12,154.25,0,3
orange,BALL,352,1184,3,1,5,8,8,2,37.5,1120,137.42,6383,4403,1980,52,175,1056,526,530,7,46,150.43,77.64,719,809,172,1513995,496.42,403.06,157.76,575.41,414.91,66.91,23.32,244,812.58,244.66,731.08,326.15,544.38,338.83,174.02,149.01,172.76,3,0
blue,WVU,350,1181,3,3,4,9,7,1,33.33,1262,154.68,7031,5252,1779,62,162,1290,894,396,11,36,137.25,155.59,1109,944,180,1527668,474.37,398.52,164.37,595.49,385.25,56.52,22,195,769.59,267.68,683.3,353.97,487.45,344.01,205.81,134.76,173.55,3,3
orange,BALL,350,758,1,0,5,7,9,3,14.29,1158,136.52,6730,4590,2140,55,176,1369,847,522,10,48,148.23,78.4,622,880,164,1511019,480.3,410.19,151.08,557.64,428.47,55.47,24.11,249,712.08,329.5,656.44,385.14,470.27,358.06,213.24,145.7,156.42,3,3
blue,COLUMBIA,369,1419,5,1,4,8,7,2,62.5,1329,167.13,8256,6177,2079,78,187,2156,1570,586,17,56,112.4,125.89,1319,1657,172,1592834,465.22,424.07,202.14,622.92,389.98,78.54,27.19,256,811.61,279.84,684.36,407.07,493.61,361.57,236.25,134.47,153.41,4,5
orange,MO S&T,369,949,2,2,3,7,8,5,28.57,1170,135.82,6538,4178,2360,49,190,1180,610,570,7,50,144.96,87.1,971,662,92,1470905,577.07,372.41,143.76,624.42,409.68,59.14,25.95,224,763.19,330.05,745.44,347.82,556.75,340.32,196.17,144.9,180.44,5,4
blue,COLUMBIA,355,1021,3,3,3,5,6,2,60,1393,162.01,7908,5516,2392,72,216,2051,1211,840,15,71,105.69,147.49,1363,1600,235,1616002,404.17,420.93,225.83,603.07,371.57,76.29,27.19,261,782.48,268.45,600.76,450.16,407.63,385.9,257.39,150.84,107.89,5,5
orange,MO S&T,355,877,2,2,2,6,5,3,33.33,1126,130.83,6441,4023,2418,47,198,869,493,376,5,32,152.58,80.57,634,688,6,1435066,536.58,380.39,131.8,604.69,389.21,54.86,26.42,219,717.96,330.81,774.62,274.14,559.22,362.55,127.01,120.62,221.63,5,5
blue,COLUMBIA,361,1175,3,3,2,11,4,2,27.27,1315,167,8121,5962,2159,72,194,2663,1784,879,19,72,114.31,125.54,1003,1196,127,1579270,479.35,416.1,187.67,610.09,402.13,70.9,28.05,268,773.83,309.29,642.46,440.64,457.82,359.94,265.36,154.1,159.7,2,0
orange,MO S&T,361,1080,2,2,6,4,11,3,50,1159,140.83,6763,4454,2309,51,204,1620,1055,565,12,51,125.69,115.74,928,601,156,1480874,545.34,407.18,124.45,615.18,389.85,71.94,25.7,240,802.98,273.98,745.18,331.79,551.31,351.95,173.7,135.28,175.78,0,2
blue,FISHER,360,1462,4,4,5,9,10,2,44.44,1192,138.67,6651,4775,1876,57,169,1562,1000,562,11,49,131.34,117.42,797,824,90,1489431,531.44,409.37,131.36,598.47,419.11,54.57,22.04,239,767.99,304.17,695.19,376.99,534.08,326.26,211.84,137.14,188.36,1,2
orange,IRSC,360,987,2,2,4,10,9,4,20,1268,138.53,7508,5482,2026,63,178,2192,1346,846,15,69,164.78,90.81,1124,815,184,1575744,469.58,432.95,172.7,584.64,426.25,64.33,21.24,196,747.53,327.69,639.86,435.33,466.26,358.18,250.79,153.86,140.81,2,1
blue,FISHER,342,1147,3,2,4,8,7,1,37.5,1223,148.82,7075,4833,2242,57,189,2331,1432,899,17,74,123.92,116.12,880,859,209,1499936,464.97,391.86,159.28,576.09,385.23,54.79,22.85,230,707.57,308.55,534.55,481.57,368.84,347.58,299.7,146.71,128.39,1,3
orange,IRSC,342,765,1,1,2,7,8,3,14.29,1307,143.83,7272,5437,1835,63,171,1882,1391,491,15,47,106.24,97.07,1174,850,119,1526043,429.44,407.25,184.18,585.46,381.51,53.89,21.74,179,723.95,296.93,738.82,282.05,554.03,319.12,147.72,138.04,193.22,3,1
blue,FISHER,333,825,1,0,3,8,5,2,12.5,1224,135.62,6971,4625,2346,56,204,1853,935,918,13,74,121.7,102.41,915,947,293,1508575,397.96,437.93,148.5,545.18,363.64,75.54,21,233,665.27,319.11,561.92,422.45,401.62,316.83,265.92,160.88,145.96,3,5
orange,IRSC,333,1128,2,2,5,5,8,1,40,1196,138.24,6377,4258,2119,53,179,1359,835,524,12,45,165.41,85.55,1004,1073,362,1484146,416.73,397.74,174.18,532.13,390.28,66.22,19.13,170,721.11,267.52,675.58,313.05,503.98,301.66,182.99,128.32,172.2,5,3
blue,FISHER,351,1416,4,4,4,10,5,1,40,1237,132.4,6981,4747,2234,55,199,1424,839,585,9,58,130.52,113.4,762,737,91,1508492,466.17,421.67,153.59,537.08,398.43,105.91,19.82,230,727.14,314.29,677.54,363.89,514.31,314.71,212.41,157.59,181.64,6,4
orange,IRSC,351,805,1,0,5,5,10,4,20,1326,134.24,7569,5336,2233,64,201,1830,1185,645,15,56,118.84,80.86,1066,1043,312,1571019,410.1,442.25,183.15,569.36,395.63,70.53,20.62,149,717.12,318.38,644.46,391.03,458.63,348.5,228.36,125.01,144.46,4,6
blue,STOCKTON,343,823,1,1,4,6,9,3,16.67,1115,142.4,6224,4533,1691,54,151,1397,822,575,9,53,156.44,91.39,462,769,89,1454266,489.61,403.36,125.25,594.8,376.4,47.02,22.74,227,733.1,285.12,644.55,373.68,454.01,349.1,215.1,142.86,159.67,3,3
orange,IRSC,343,1282,3,3,4,9,6,1,33.33,1303,133.62,7095,5184,1911,59,170,1335,606,729,7,64,137.45,95.51,1111,733,92,1567689,400.45,421.02,198.46,543.49,421.56,54.89,22.49,199,739.29,280.64,661.97,357.96,482.24,326.9,210.79,141.93,163.16,3,3
blue,STOCKTON,377,1181,1,1,9,6,16,2,16.67,1172,169.39,7147,4977,2170,57,183,1116,572,544,6,49,146.97,113.17,557,764,26,1583348,554.53,448.3,126.03,640.58,413.95,74.34,25.52,243,825.08,303.77,813.55,315.31,624.53,327.73,176.61,160.33,204.94,2,2
orange,IRSC,377,1222,2,2,5,16,6,1,12.5,1306,136.83,8041,5501,2540,68,218,1898,944,954,11,82,140.47,128.98,1209,1154,120,1769446,417.75,495.31,212.3,614.09,434.57,76.72,22.46,202,798.51,326.86,651.91,473.45,447.15,393.47,284.75,164.06,157.02,2,2
blue,STOCKTON,347,612,0,0,6,4,14,4,0,1131,147.45,6147,4368,1779,50,161,1406,953,453,10,40,115.61,120.72,744,705,60,1437459,487.48,378.73,141.27,598.88,368.27,40.32,23.6,219,682.89,324.6,709.74,297.74,550.8,288.2,168.48,131.84,190.16,2,3
orange,IRSC,347,1244,4,1,3,14,4,0,28.57,1309,146.17,7396,4866,2530,58,219,2467,1614,853,18,69,146.19,104.37,821,700,86,1566407,434,423.9,177.81,554.46,411.44,69.81,18.48,171,774.62,261.1,602.14,433.58,398.62,368.73,268.35,142.12,137,3,2
blue,FISHER COLLEGE,336,923,2,1,3,6,5,1,33.33,1107,149.49,6083,4250,1833,51,165,1597,935,662,11,57,117,124.35,591,932,181,1441274,491.32,375.76,131.05,535.34,385.02,77.75,20.64,228,735.27,262.85,557.06,441.07,384.44,347.49,266.19,152.98,122.54,1,3
orange,UNIVERSITE LAVAL,336,877,1,1,4,5,6,2,20,1198,161.44,6671,4458,2213,54,203,1472,842,630,11,61,82.47,73.43,1010,1024,273,1463552,476.07,377.15,151.03,590.26,350.96,63.03,24.56,211,664.7,339.55,714.41,289.83,540.59,310.46,153.2,133,198.07,3,1
blue,FISHER COLLEGE,335,899,1,1,4,8,7,3,12.5,1187,146.94,6786,4709,2077,56,183,1700,851,849,10,74,164.82,130.29,992,996,156,1494487,415,452.43,132.78,534.39,391.39,74.42,23.65,247,675.73,324.47,548.07,452.13,380.62,349.07,270.5,142.39,147.54,0,2
orange,UNIVERSITE LAVAL,335,1368,3,2,6,7,8,1,42.86,1222,143.95,6638,4644,1994,56,173,1375,883,492,10,44,90.55,74.74,970,920,115,1491485,445.79,397.23,163.71,571.21,364.29,71.22,27.84,234,729.33,277.4,692.2,314.52,518.42,321.19,167.12,149.03,169.87,2,0
blue,FISHER COLLEGE,356,1422,5,4,2,13,2,0,38.46,1230,148.91,7479,5271,2208,62,189,2089,1173,916,13,73,142.59,126.22,962,1009,148,1569924,454.54,445.52,162.25,570.69,408.37,83.24,21.04,232,806.19,256.11,602.59,459.71,410.25,393.56,258.5,161.38,155.51,2,1
orange,UNIVERSITE LAVAL,356,744,0,0,7,2,13,5,0,1174,141.43,6749,4589,2160,52,183,1536,938,598,10,52,110.01,78.42,854,651,67,1530762,495.98,394.81,168.24,607.9,389.68,61.46,20.14,165,703.03,356.02,724.01,335.04,540.88,339.21,178.96,130.39,175.03,1,2
blue,FISHER COLLEGE,322,977,1,0,6,6,7,0,16.67,1137,151.1,5942,4129,1813,51,158,1473,874,599,12,52,122.1,102.93,1002,998,332,1383614,483.67,352.09,125.7,506.48,360.78,94.19,16.76,182,620.88,340.58,573.28,388.18,407.79,315.6,238.06,136.05,168.69,3,2
orange,UNIVERSITE LAVAL,322,617,0,0,3,7,6,1,0,1166,146.09,6433,4195,2238,51,188,2125,1307,818,15,67,97.7,79.17,1004,755,209,1420018,427.51,389.07,142.76,574,334.74,50.61,21.91,194,709.93,249.42,559.44,399.91,405.76,312.55,241.04,165.85,149.15,2,3
blue,SIENA HEIGHTS,335,836,0,0,6,11,10,2,0,1283,151.88,7144,5141,2003,62,165,1752,957,795,11,57,138.09,123.4,1210,1041,153,1561612,397.07,421.92,183.12,572.93,390.25,38.94,26.79,256,685.17,316.95,645.21,356.9,476.8,310.44,214.87,140.23,172.17,4,1
orange,ROCHESTER,335,1435,2,2,9,10,11,0,20,1380,136.69,7533,5134,2399,61,213,1594,791,803,10,70,148.17,97.47,1460,840,115,1577730,358.7,422.97,211.28,562.47,371.18,59.3,19.11,207,751.19,241.78,628.54,364.42,468.62,319.46,204.87,160.65,152.88,1,4
blue,SIENA HEIGHTS,367,940,1,0,6,8,10,2,12.5,1180,138.17,7208,4739,2469,53,211,2021,1253,768,14,67,146.02,93.82,1220,638,158,1629022,471.53,443.37,172.47,597.3,424.19,65.9,26.51,273,762.86,324.52,667.01,420.37,487.32,355.18,244.88,161.96,182.47,4,3
orange,ROCHESTER,367,1226,2,2,6,10,8,1,20,1413,147.52,8434,6306,2128,75,189,2059,1401,658,15,63,135.26,104.82,1314,1102,41,1637073,439.81,451.67,194.18,594.75,416.63,74.28,20.84,220,805.32,280.35,713.03,372.62,530.26,341.71,213.69,153.49,169.21,3,4
blue,SIENA HEIGHTS,334,820,1,1,4,9,6,2,11.11,1342,135.61,7486,5710,1776,62,162,1586,984,602,10,55,165.16,84.12,1037,455,18,1525975,404.66,431.47,160.96,562.01,378.77,56.32,24.06,256,683.23,313.87,532.85,464.25,371.52,333.31,292.27,145.7,134.77,3,2
orange,ROCHESTER,334,1238,2,2,7,6,9,1,33.33,1246,135.88,6692,4677,2015,56,180,1203,793,410,9,35,133.57,72.4,1153,678,98,1450119,448.11,388.84,157.37,553.87,385.73,54.73,19.27,207,773.46,220.87,747.33,246.9,580.66,292.51,121.16,149.67,184.64,2,3
blue,UTA,333,941,1,0,5,3,12,2,33.33,1136,136.82,6096,4425,1671,52,147,910,440,470,6,43,177.38,83.73,719,709,167,1388766,483.72,351.44,148.57,487.03,417.93,78.76,24.82,238,694.43,289.29,666.88,316.85,513.61,291.73,178.38,133.28,169.78,2,5
orange,COLOMBIA,333,972,2,2,2,12,3,1,16.67,1344,159.24,7352,5290,2062,64,183,1586,808,778,10,61,112.78,107.45,1200,1161,121,1507919,423.54,389.26,180.09,581.67,345,66.18,25.67,238,730.24,262.63,575.14,417.74,407.09,348.47,237.32,160.29,147.96,5,2
blue,UTA,397,736,2,2,0,10,8,8,20,1259,135.58,7928,5812,2116,63,190,1473,838,635,9,58,152.94,85.01,852,524,83,1634020,526.42,462.55,184.38,612.54,494.88,65.94,28.36,255,805.34,368.01,752.29,421.05,552.06,362.32,258.98,122.21,178.37,5,5
orange,COLOMBIA,397,2406,8,8,8,8,10,2,100,1312,144.61,8650,6609,2041,76,187,1805,1259,546,14,48,141.77,108.59,1064,1080,144,1691659,502.12,438.36,232.87,620.45,480.84,72.07,29.47,286,847.62,325.74,793.6,379.77,627.79,332.15,213.42,139.45,168.22,5,5
blue,UTA,374,1231,2,2,6,9,12,6,22.22,1208,147.72,7242,5221,2021,62,172,1397,949,448,11,39,148.19,103.85,775,1004,156,1564137,527.78,395.27,188.2,589.55,456.8,64.89,30.45,258,746.05,365.18,738.27,372.96,586.41,304.79,220.04,130.63,185.9,5,4
orange,COLOMBIA,374,1913,6,5,5,12,9,2,50,1318,148.9,8343,6198,2145,69,198,2192,1431,761,17,69,137.95,96.49,1377,721,243,1611777,490.22,419.61,198.74,648.16,396.03,64.39,28.62,268,837.63,270.92,644.08,464.49,501,314.81,292.75,140.92,150.19,4,5
blue,UTA,349,1256,3,3,5,10,10,2,30,1219,145.82,6902,4635,2267,52,173,1875,1061,814,11,58,137.93,95.43,755,516,39,1480235,494.63,391.37,154.81,560.48,415.03,65.31,28.96,257,780.28,260.54,600.94,439.87,416.81,369.25,254.74,153.96,128.72,2,2
orange,COLOMBIA,349,1083,2,1,6,10,10,3,20,1282,150.51,7140,5039,2101,61,185,1857,1168,689,14,62,130.34,90.38,1189,1093,217,1519941,479.4,375.99,185.98,623.17,349.72,68.46,32.55,259,681.25,360.1,702.63,338.72,540.12,286.38,214.86,130.01,197.55,2,2
blue,GCU,364,835,1,1,3,9,11,5,11.11,1225,155.13,7085,4887,2198,60,185,1320,810,510,10,46,122.78,69.52,779,1050,198,1551212,473.06,434.27,163.94,578.49,428.78,64.02,26.8,214,716.57,354.71,682.92,388.37,513.51,339.29,218.48,142.89,164.73,4,6
orange,UNLV,364,1671,5,3,6,11,9,1,45.45,1180,151.44,7311,5418,1893,64,163,1686,1073,613,13,46,177.58,102.87,680,847,226,1553239,467.89,453.18,156.37,540.23,447.18,90.04,14.51,131,771.09,306.36,682.61,394.82,512.39,313.75,251.29,142.83,169.34,6,4
blue,GCU,332,805,1,1,4,4,9,2,25,1276,138.74,6766,4617,2149,55,179,1060,550,510,7,45,112.23,64.3,1150,839,148,1477404,423.68,395.87,165.9,541.82,372.1,71.52,24.61,205,692.94,292.51,648.02,337.43,469.29,333.48,182.67,136.81,161.77,1,3
orange,UNLV,332,933,2,2,2,9,4,1,22.22,1273,149.43,7227,4881,2346,61,202,1904,1081,823,13,69,129.64,122.12,1171,931,197,1523221,387.87,425.66,177.7,556.24,358.65,76.34,14.57,128,708.41,282.81,615.45,375.77,454.86,296.53,239.83,148.46,155.74,3,1
blue,GCU,363,1144,3,2,3,7,10,2,42.86,1166,134.64,6793,4347,2446,49,206,1372,761,611,8,53,155.46,86.05,776,608,36,1558528,515.83,426.51,147.21,589.33,415.06,85.16,24.54,188,785.25,304.3,768.27,321.28,571.29,347.94,170.31,131.08,179.12,1,0
orange,UNLV,363,1033,2,2,3,10,7,3,20,1408,160.42,8382,6375,2007,77,179,2157,1532,625,17,58,115.28,133.76,1464,1308,123,1624917,446.43,448.94,189.6,614.15,389.11,81.71,14.98,137,743.5,341.48,616.49,468.47,417.55,379.75,287.67,162.42,159.02,0,1
blue,GCU,366,922,1,0,5,8,11,4,12.5,1155,140.82,6832,4571,2261,56,199,1292,749,543,11,47,149.44,79.57,815,985,351,1558039,519.81,405.81,163.49,595.84,416.85,76.42,24.25,199,747.91,341.21,762.16,326.96,571.59,355.19,162.35,137.42,200.01,4,2
orange,UNLV,366,1521,4,4,5,11,8,1,36.36,1332,157.38,7937,5841,2096,73,185,2566,1797,769,21,63,110.39,100.58,1496,1436,249,1633352,451.69,424.65,208.18,603.53,392.13,88.86,16.61,146,768.23,316.3,597.18,487.33,438.31,325.92,320.28,154.95,140.37,2,4
blue,UT ARLINGTON,338,1068,2,2,5,10,6,1,20,1183,151.77,6593,4991,1602,60,145,1400,926,474,12,44,127.04,114.92,797,810,147,1432706,498.09,343.02,164.07,550.36,399,55.82,27.49,259,708.65,296.52,643.18,362,456.09,328.82,220.27,153.01,164.35,1,3
orange,OTTAWA,338,1018,1,1,5,6,10,2,16.67,1192,140.18,6725,4389,2336,52,193,1666,818,848,10,68,125.84,84.69,961,788,127,1534832,421.79,409.18,180.29,574.44,390.09,46.76,17.21,196,710.2,301.07,626.9,384.38,475.25,299.32,236.72,145.44,158.72,3,1
blue,UT ARLINGTON,336,1123,2,0,7,6,11,1,33.33,1252,154.56,7026,5183,1843,62,159,2045,1393,652,16,51,103.15,107.57,779,900,162,1427831,458.83,364.4,163.85,552.01,376.84,58.22,29.42,258,685.17,301.89,691.34,295.73,545.72,266.08,175.26,141.6,197.42,1,7
